Entity,Type
Daniel,PERSON
two,CARDINAL
O'Neill,ORG
"DANIEL 
Okay",PERSON
Cimmeria,PERSON
Chulak,PERSON
Carter,PERSON
Carter,PERSON
Daniel,PERSON
DANIEL,GPE
P3A-707,FAC
Stargate,PRODUCT
Carter,PERSON
O'Neill,PERSON
Daniel,PERSON
Gate,FAC
Gate,FAC
One,CARDINAL
Roshure,PERSON
DANIEL,PERSON
Daniel,PERSON
Roshure,GPE
Daniel,PERSON
Daniel,PERSON
three,CARDINAL
Gate,FAC
Daniel,PERSON
Daniel,PERSON
Daniel,PERSON
Vishnor,PERSON
three,CARDINAL
Daniel,PERSON
Carter,PERSON
O'Neill,PERSON
three,CARDINAL
Gate,FAC
Stargate,PRODUCT
Gate,FAC
Vishnor,PERSON
Daniel,PERSON
O'Neill,PERSON
Carter,PERSON
Daniel,PERSON
DANIEL,GPE
Vishnor,PERSON
Linea,PERSON
Linea,ORG
Daniel,PERSON
Linea,ORG
DANIEL,PERSON
Roshure,PERSON
Linea,ORG
Vishnor,PERSON
Daniel,PERSON
one,CARDINAL
O'Neill,PERSON
Carter,PERSON
O'Neill,PERSON
Carter,PERSON
Carter,PERSON
Linea,ORG
"CARTER 
Linea",ORG
INT—THE PRISON HADANTE,EVENT
Teal,PERSON
Carter,PERSON
O'Neill,PERSON
Carter,PERSON
Vishnor,PERSON
Daniel,PERSON
Daniel,PERSON
Linea,ORG
Vishnor,PERSON
Daniel,PERSON
Teal,PERSON
O'Neill,PRODUCT
Freed,PERSON
O'Neill,PERSON
Teal,PERSON
Teal,PERSON
Linea,ORG
Carter,PERSON
Daniel,PERSON
O'Neill,ORG
Teal,PERSON
Daniel,PERSON
Stargate,PRODUCT
Vishnor,PERSON
Daniel,PERSON
Daniel,PERSON
TALDOR PLANET—THE TAL'AL,WORK_OF_ART
SPEAKING AREA,ORG
Hammond,PERSON
Kovacek,GPE
Hammond,PERSON
first,ORDINAL
Taldor,PERSON
SG-1,ORG
two,CARDINAL
HAMMOND,PERSON
Hadante,GPE
Hammond,PERSON
Kovacek,GPE
PRISON,PERSON
Daniel,PERSON
Carter,PERSON
O'Neill,ORG
Teal,ORG
Linea,ORG
Carter,PERSON
Daniel,PERSON
Linea,PERSON
Linea,ORG
one,CARDINAL
Simian,GPE
Linea,ORG
DANIEL,GPE
Daniel,PERSON
Daniel,PERSON
O'Neill,PERSON
Daniel,PERSON
Irish,NORP
Danny-boy,PERSON
CARTER,PERSON
"DANIEL 
P2A-509",PRODUCT
Carter,PERSON
Daniel,PERSON
SG-3,ORG
P2A-509,PRODUCT
Hammond,PERSON
SG-3,PRODUCT
P2A-509,FAC
Carter,PERSON
Nodding,GPE
SG-1,PRODUCT
Linea,ORG
DANIEL,PERSON
Vishnor,PERSON
Daniel,PERSON
Linea,ORG
Daniel,PERSON
Linea,PERSON
Daniel,PERSON
DANIEL,PERSON
first,ORDINAL
Daniel,PERSON
O'Neill,PERSON
Carter,PERSON
first,ORDINAL
Carter,PERSON
Teal,PERSON
Daniel,PERSON
half,CARDINAL
O'Neill,ORG
Daniel,PERSON
Daniel,PERSON
O'Neill,PERSON
O'Neill,PERSON
Daniel,PERSON
Daniel,PERSON
DANIEL,GPE
Daniel,PERSON
SG-1,ORG
Linea,ORG
Stargate,PRODUCT
Terra-root,PRODUCT
Linea,ORG
Terra-root,FAC
Simian,PERSON
Terra-root,ORG
"CARTER 
Okay",PERSON
Daniel,PERSON
SG-1,PRODUCT
Linea,ORG
Stargate,PRODUCT
Scavenger,PRODUCT
Daniel,PERSON
Gate,FAC
first,ORDINAL
Carter,PERSON
"Linea, Teal'c",ORG
O'Neill,ORG
Carter,PERSON
Linea,PERSON
Simian,PERSON
Simian,PERSON
Scavenger,PERSON
Gate,FAC
EXT—CHEYENNE MOUNTAIN ENTRANCE,ORG
Hammond,PERSON
Gate,FAC
SG-1,PRODUCT
Linea,ORG
Hammond,PERSON
SG-9,PERSON
the last two days,DATE
P2A-509,PRODUCT
"CARTER 
Daniel",PERSON
SG-3,ORG
Warren,PERSON
Hammond,PERSON
Linea,ORG
Linea,ORG
SGC,ORG
Hammond,PERSON
Linea,ORG
Hammond,PERSON
O'Neill,GPE
O'Neill,PERSON
Linea,ORG
Daniel,PERSON
Teal,PERSON
HAMMOND,PERSON
Linea,ORG
Linea,ORG
Linea,ORG
Carter,PERSON
INT—SGC,ORG
CARTER'S LAB,ORG
Carter,PERSON
Linea,ORG
Greene,PERSON
Carter,PERSON
"CARTER 
Molecules",ORG
Carter,PERSON
Linea,ORG
Linea,ORG
Carter,PERSON
Carter,PERSON
Hammond,PERSON
O'Neill,PERSON
Daniel,PERSON
Teal,PERSON
O'Neill,PERSON
Daniel,PERSON
Warren,PERSON
Simian,PERSON
O'Neill,GPE
first,ORDINAL
The Destroyer of Worlds,WORK_OF_ART
Hammond,GPE
Linea,ORG
She—the Destroyer.,PERSON
O'Neill,ORG
Daniel,PERSON
Hammond,GPE
Carter,PERSON
INT—SGC,ORG
CARTER'S LAB,ORG
Stargate,PRODUCT
thousands,CARDINAL
several hundred,CARDINAL
GREENE,PERSON
"CARTER 
It's",ORG
Samantha,PERSON
Vishnor,PERSON
Carter,PERSON
Simian,GPE
half,CARDINAL
O'Neill,PERSON
INT—SGC—CARTER'S,ORG
Linea,ORG
Stargate,PRODUCT
Carter,PERSON
Doctor Greene,PERSON
INT—SGC CORRIDOR,ORG
"Hammond, O'Neill, Teal'c",ORG
Daniel,PERSON
Stargate,PRODUCT
Hammond,PERSON
"O'Neill, Teal'c",ORG
Daniel,PERSON
"HAMMOND 
Abort",ORG
Gate,FAC
O'Neill,PERSON
O'Neill,PERSON
Carter,PERSON
Greene,PERSON
Carter,PERSON
Linea,PERSON
Wormhole,GPE
HAMMOND,PERSON
GREENE,PERSON
a few minutes,TIME
34 seconds,TIME
Carter,PERSON
one,CARDINAL
Linea,ORG
Gate,FAC
30 seconds,TIME
20 seconds,TIME
Linea,ORG
Linea,ORG
10 seconds,TIME
9… 8…7,TIME
"""Access Denied""",WORK_OF_ART
5,CARDINAL
O'Neill,PERSON
Gate,FAC
a few moments,TIME
Hammond,PERSON
O'Neill,ORG
O'Neill,PERSON
Hammond,PERSON
Carter,PERSON
"DANIEL 
The Destroyer of Worlds",WORK_OF_ART
Gate,FAC
Kira Rothery,PERSON
Marcia,PERSON
Jay for Solutions,ORG
"TEASER 
 INT—SGC",ORG
CONTROL ROOM,PRODUCT
Hammond and SG1,ORG
MALP,ORG
"PA SYSTEM 
Chevron",ORG
four,CARDINAL
MALP,ORG
P7J-989,PRODUCT
Goa'uld,NORP
Goa'uld,PERSON
ONeill,PERSON
Carter,PERSON
Tealc,PERSON
Daniel,PERSON
SG-1,FAC
SG-1,ORG
four,CARDINAL
CARTER,PERSON
SG-1,PRODUCT
GERMANY,GPE
1982,DATE
O'Neill,PERSON
Teal'c,PERSON
Daniel,PERSON
Carter,PERSON
Earth,LOC
PJ7-989,FAC
O'Neill,PERSON
two,CARDINAL
O'Neill,PERSON
Teal'c's,ORG
One,CARDINAL
Kawalsky,PERSON
Kawalsky,PERSON
John,PERSON
O'Neill,PERSON
one,CARDINAL
Teal,ORG
Jack,PERSON
Kawalsky,PERSON
Michaels,PERSON
Jack,PERSON
Boris,PERSON
night,TIME
two,CARDINAL
Michaels,PERSON
Kawalsky,PERSON
O'Neill,ORG
O'Neill,ORG
Teal'c,ORG
1982,DATE
East Germany,GPE
Russian,NORP
Michaels,PERSON
O'Neill,PERSON
Jack,PERSON
Kawalsky,PERSON
O'Neill,ORG
Teal'c,ORG
Michaels,PERSON
O'NEILL,PERSON
Teal'c),ORG
O'Neill,PERSON
Teal'c's,ORG
"MICHAELS 
Thomas",PERSON
Michaels,PERSON
O'Neill,PERSON
Teal,PERSON
Teal,PERSON
Goa'uld,PERSON
years,DATE
O'Neill,PERSON
a few seconds,TIME
Kawalsky,ORG
Michaels,PERSON
Michaels,PERSON
Jack,PERSON
Kawalsky,PERSON
Michaels,PERSON
Michaels,PERSON
O'Neill and Teal'c's,ORG
O'Neill,PERSON
Michaels,PERSON
Michaels,PERSON
Teal,PERSON
O'Neill,PERSON
John,PERSON
John,PERSON
O'Neill,PERSON
Michaels,PERSON
Michaels,PERSON
O'Neill,PERSON
Jack,PERSON
Barbara,PERSON
Michaels,PERSON
O'Neill,PERSON
O'Neill,PERSON
Michaels,PERSON
Kawalsky,PERSON
O'Neill,ORG
Kawalsky,PERSON
O'Neill,PERSON
Michaels,PERSON
Kawalsky,PERSON
three,CARDINAL
O'Neill,PERSON
Teal,PERSON
O'Neill,PERSON
Teal'c's,PERSON
VIRTUAL EARTH—NEW YORK MUSEUM OF ART C,FAC
Daniel,PERSON
Carter,PERSON
Egyptian,NORP
70's,CARDINAL
DANIEL,GPE
CARTER,PERSON
Daniel,PERSON
Dashiki,PERSON
the New York Museum of Art,FAC
"JAKE 
Yes",PERSON
Doctor Jackson,PERSON
Daniel,PERSON
Carter,PERSON
Daniel,PERSON
Daniel,PERSON
Daniel,PERSON
Daniel,PERSON
Carter,PERSON
Jake,PERSON
Daniel,PERSON
Carter,PERSON
Daniel,PERSON
"CARTER 
Daniel",PERSON
CARTER,PERSON
Jake,PERSON
MELBURN,PERSON
Claire,PERSON
Jake,PERSON
Jake,PERSON
Jake,PERSON
Daniel,PERSON
Carter,PERSON
Daniel,PERSON
GERMANY,GPE
O'Neill,ORG
Michaels,PERSON
O'Neill,PERSON
O'Neill,PERSON
O'Neill,ORG
Teal,PERSON
O'Neill,PERSON
Michaels,PERSON
Jack,PERSON
O'Neill,PERSON
Michaels,PERSON
John,PERSON
Michaels,PERSON
O'Neill,PERSON
Michaels,PERSON
Michaels,PERSON
John,PERSON
Jack,PERSON
Barbara,PERSON
O'Neill,PERSON
O'Neill,PERSON
Teal,PERSON
Michaels,PERSON
Kawalsky,PERSON
Jack,PERSON
Operation East Fly,PRODUCT
Michaels,PERSON
a Section 8,LAW
Jack,PERSON
KEEPER,PERSON
I am the Keeper,PERSON
KEEPER,PERSON
O'Neill,PERSON
Michaels,PERSON
KEEPER,PERSON
O'Neill,GPE
KEEPER,PERSON
Jack,PERSON
KEEPER,PERSON
so many years,DATE
KEEPER,PERSON
KEEPER,PERSON
O'Neill,PERSON
Keeper,PRODUCT
O'Neill,PERSON
KEEPER,PERSON
The Keeper,WORK_OF_ART
O'Neill and Teal'c,ORG
O'Neill,PERSON
O'Neill,GPE
INT—VIRTUAL EARTH—NEW YORK MUSEUM,ORG
Daniel,PERSON
Carter,PERSON
"CARTER 
Daniel",PERSON
first,ORDINAL
Sam,PERSON
Daniel,PERSON
Daniel,PERSON
Carter,PERSON
Jacksons,PERSON
Carter,PERSON
Daniel,PERSON
Daniel,PERSON
Daniel,PERSON
Daniel,PERSON
Jake,PERSON
Carter,PERSON
Claire,PERSON
Melburn,PERSON
Danny,PERSON
Claire,PERSON
Melburn,PERSON
Danny,PERSON
Claire,PERSON
CLAIRE,PERSON
a minute,TIME
Jake,GPE
Jake,PERSON
Melburn,PERSON
Claire,PERSON
Daniel,PERSON
Carter,PERSON
Daniel,PERSON
Carter,PERSON
Jackson,PERSON
Jackson,PERSON
Daniel,PERSON
Carter,PERSON
"CARTER 
Daniel",PERSON
Daniel,PERSON
Carter,PERSON
CARTER,PERSON
DANIEL,PERSON
Danny,PERSON
CARTER,PERSON
Daniel Jackson,PERSON
DANIEL,PERSON
"CARTER 
Okay",GPE
KEEPER,PERSON
KEEPER,PERSON
Carter,PERSON
Daniel,PERSON
Daniel,PERSON
KEEPER,PERSON
Daniel,PERSON
DANIEL,PERSON
KEEPER,PERSON
DANIEL,PERSON
THE KEEPER,PERSON
KEEPER,PERSON
the New York Museum of Art.,FAC
"THE KEEPER 
 Reality",ORG
Daniel,PERSON
DANIEL,PERSON
KEEPER,PERSON
KEEPER,PERSON
Smirking,GPE
Daniel,PERSON
"JAKE 
Yes",PERSON
Doctor Jackson,PERSON
Daniel,PERSON
Carter,PERSON
Daniel,PERSON
Daniel,PERSON
Daniel,PERSON
Claire,PERSON
Danny,PERSON
Daniel,PERSON
Dan,PERSON
Danny Jackson!,PERSON
Jake,PERSON
Jake,PERSON
Jake,PERSON
Jake,PERSON
Daniel,PERSON
Jake,PERSON
Daniel,PERSON
Jake,PERSON
Keeper,PERSON
DANIEL,GPE
Keeper,PRODUCT
DANIEL,GPE
zero,CARDINAL
Daniel,PERSON
KEEPER,PERSON
Daniel,PERSON
Keeper,PRODUCT
Keeper,PRODUCT
"CARTER 
Daniel",PERSON
"DANIEL 
No.",PERSON
Melburn,PERSON
Claire,PERSON
Daniel,PERSON
MELBURN,PERSON
Claire,PERSON
Jake,PERSON
Daniel,PERSON
KEEPER,PERSON
Carter,PERSON
Daniel,PERSON
KEEPER,PERSON
Daniel,PERSON
Keeper,PRODUCT
A moment later,TIME
O'Neill,PERSON
Teal,PERSON
O'Neill,PERSON
Daniel,PERSON
O'Neill,PERSON
Keeper,PRODUCT
Carter,PERSON
Daniel,PERSON
DANIEL,PERSON
DANIEL,GPE
the New York Museum of Art,FAC
Daniel,PERSON
KEEPER,PERSON
KEEPER,PERSON
KEEPER,PERSON
KEEPER,PERSON
CARTER,PERSON
KEEPER,PERSON
a minute,TIME
a minute,TIME
Roughly one thousand of your years,DATE
the next thousand of anyone's years,DATE
KEEPER,PERSON
The Keeper,WORK_OF_ART
O'Neill,PERSON
Daniel,PERSON
O'Neill,GPE
a thousand years,DATE
five,CARDINAL
five,CARDINAL
just four,CARDINAL
CARTER,PERSON
KEEPER,PERSON
only two,CARDINAL
Teal,PERSON
Carter,PERSON
Goa'uld,PERSON
Jolinar,PERSON
Malk-shur,PERSON
KEEPER,PERSON
two,CARDINAL
two,CARDINAL
O'Neill,PERSON
Daniel,PERSON
years,DATE
KEEPER,PERSON
KEEPER,PERSON
KEEPER,PERSON
one thousand and twenty-two years ago,DATE
KEEPER,PERSON
O'Neill,ORG
KEEPER,PERSON
DANIEL,PERSON
KEEPER,PERSON
Agitated,PERSON
Keeper,PRODUCT
the Keeper and SG-1,PRODUCT
KEEPER,PERSON
Daniel,PERSON
O'Neill,GPE
KEEPER,PERSON
Keeper,PRODUCT
STASIS CHAMBER AREA,FAC
SG-1,FAC
EXT—CHEYENNE MOUNTAIN ENTRANCE,ORG
SG-1,FAC
Hammond,PERSON
Fraiser,PERSON
O'Neill,PERSON
Hammond,PERSON
O'Neill,PERSON
SG-1,FAC
Hammond,PERSON
Fraiser,PERSON
Daniel,PERSON
"DANIEL 
Jack",PERSON
Daniel,PERSON
O'Neill,PERSON
Keeper,PRODUCT
P7J-989,PRODUCT
HAMMOND,PERSON
O'Neill,PERSON
Hammond,PERSON
"Sir. 
 HAMMOND",FAC
HAMMOND,PERSON
one week,DATE
SG-2,PRODUCT
Daniel,PERSON
O'Neill,PERSON
HAMMOND,PERSON
Daniel,PERSON
Kawalsky,PERSON
O'Neill,PERSON
Daniel,PERSON
HAMMOND,PERSON
Jackson,PERSON
Daniel,PERSON
SG-1,ORG
O'Neill,PERSON
HAMMOND,PERSON
Hammond,PERSON
"CARTER 
 (To O'Neill",GPE
P7J-989,PRODUCT
Pats Hammond,PERSON
O'Neill,PERSON
SF,GPE
one,CARDINAL
CARTER,PERSON
Nodding,PERSON
Carter,PERSON
Daniel,PERSON
HAMMOND,PERSON
the Briefing Room,FAC
the Briefing Room,FAC
Hammond,PERSON
Fraiser,PERSON
Two,CARDINAL
Teal,PERSON
Carter,PERSON
O'Neill,PERSON
Daniel,PERSON
O'Neill,PERSON
Earth,LOC
Hammond,PERSON
Keeper,PERSON
Daniel,PERSON
Kawalsky,PERSON
one,CARDINAL
SF,ORG
O'Neill,PERSON
O'Neill,PERSON
Jackson,PERSON
Carter,PERSON
KAWALSKY,PERSON
O'Neill,PERSON
Kawalsky,PERSON
Teal,PERSON
SG-1,FAC
SG-1,ORG
Two,CARDINAL
#2,CARDINAL
#1,CARDINAL
#1,CARDINAL
Keeper,PRODUCT
1,CARDINAL
#1,CARDINAL
O'Neill,ORG
Daniel,PERSON
O'Neill,PERSON
DANIEL,GPE
Gate,FAC
Daniel,PERSON
O'Neill,PERSON
Daniel,PERSON
Stargate,FAC
SG-1,ORG
Gate,FAC
Stargate,PRODUCT
Gate,FAC
Hammond,PERSON
Hammond,PERSON
Stargate,PRODUCT
"HAMMOND 
SG-1",PERSON
O'Neill,PERSON
Gate,FAC
INT—VIRTUAL SGC,ORG
Hammond,PERSON
O'Neill,PERSON
O'Neill,ORG
Daniel,PERSON
Daniel,PERSON
Hammond,PERSON
Keeper,PRODUCT
Daniel,PERSON
O'Neill,PERSON
Keeper,PRODUCT
Teal,PERSON
Carter,PERSON
O'Neill,PERSON
Daniel,PERSON
Keeper,PRODUCT
P7J-989's,FAC
O'Neill,ORG
O'Neill,PERSON
O'Neill,GPE
Daniel,PERSON
O'Neill,PERSON
Keeper,PRODUCT
Keeper,PRODUCT
SG-1,PRODUCT
Keeper,PRODUCT
Teal,PERSON
first,ORDINAL
KEEPER,PERSON
CARTER,PERSON
KEEPER,PERSON
first,ORDINAL
second,ORDINAL
one,CARDINAL
KEEPER,PERSON
KEEPER,PERSON
KEEPER,PERSON
SG-1,ORG
Keeper,PRODUCT
O'Neill,PERSON
Daniel dial Earth,LOC
Stargate,PRODUCT
O'Neill,PERSON
Daniel,PERSON
DHD,ORG
O'Neill,GPE
KEEPER,PERSON
O'Neill,PERSON
KEEPER,PERSON
KEEPER,PERSON
Daniel,PERSON
O'Neill,PERSON
KEEPER,PERSON
First,ORDINAL
O'Neill,PERSON
Daniel,PERSON
Daniel,PERSON
Keeper,PRODUCT
KEEPER,PERSON
O'NEILL,PERSON
Carter,PERSON
Stargate,PRODUCT
Marcia for Solutions,ORG
19 Oct 03,DATE
Jay,PERSON
SG-1,FAC
Jaffa,GPE
Naquadah,GPE
Stargate,PRODUCT
Goauld,PERSON
"CARTER 
SG-3",ORG
last year,DATE
SG-1,FAC
Goauld,GPE
Jaffa,GPE
Jaffa,GPE
Daniel,PERSON
SG-1,ORG
Daniel,PERSON
Daniel,PERSON
Two,CARDINAL
O'Neill,PERSON
Carter,PERSON
Jaffa,PERSON
DANIEL,GPE
Two,CARDINAL
Jaffa,GPE
O'Neill,PERSON
Jaffa,GPE
SG-1,ORG
Shyla,GPE
PYRUS,GPE
Pyrus,PERSON
PYRUS,PERSON
"DANIEL 
No",PERSON
Pyrus,PERSON
SG-1,ORG
one,CARDINAL
Jaffa,PERSON
Pyrus,PERSON
Carter,PERSON
Earth,LOC
Goauld,PERSON
Jaffa,GPE
SG-1,PRODUCT
"CARTER 
Colonel",PERSON
Goauld,PERSON
Jaffa,PERSON
CARTER,PERSON
First,ORDINAL
"CARTER 
Sir",PERSON
Goauld,PERSON
Goauld,PERSON
Carter,PERSON
Goauld,PERSON
SG-1,ORG
the day,DATE
Jaffa,PERSON
DANIEL,GPE
Jaffa,PERSON
O'Neill,PERSON
Jaffa,PERSON
Teal,PERSON
O'Neill,ORG
Staff,ORG
Daniel,PERSON
DANIEL,GPE
Jaffa,GPE
SG-1,ORG
One,CARDINAL
Daniels,PERSON
"O'Neill, Carter and Teal'c",ORG
Daniel,PERSON
Daniel,PERSON
"ONEILL 
Carter",PERSON
Tealc,ORG
Carter,PERSON
Teal,PERSON
Jaffa,GPE
Pyrus,PERSON
Shyla,GPE
Pyrus,PERSON
Shyla,PERSON
Daniel,PERSON
DANIEL,PERSON
DANIEL,PERSON
"DANIEL 
Daniel Jackson.",PERSON
Daniel Jackson,PERSON
Shyla,PERSON
Daniel,PERSON
Sarcophagus,PERSON
DANIEL,GPE
Shyla,PERSON
Goaulds,PERSON
Goauld,NORP
SHYLA,PERSON
Daniel,PERSON
DANIEL,GPE
Daniel,PERSON
SHYLA,PERSON
Shyla,PERSON
Daniel,PERSON
"MINE 
 [Carter, Teal'c",WORK_OF_ART
O'Neill,PERSON
O'Neill,ORG
Shyla,GPE
Daniel,PERSON
DANIEL,PERSON
DANIEL,GPE
"DANIEL 
Whuahh",PERSON
Daniel Jackson,PERSON
Carter,PERSON
Teal'c,ORG
O'Neill,GPE
Daniel,PERSON
Jaffa,PRODUCT
DANIEL,GPE
"CARTER 
Daniel",PERSON
Daniel Jackson,PERSON
CARTER,PERSON
DANIEL,GPE
Sam,PERSON
Pyrus,PERSON
Goauld,PRODUCT
"CARTER 
A",GPE
DANIEL,GPE
Pyrus,PERSON
Pyrus,PERSON
tonight,TIME
DANIEL,GPE
Daniel,PERSON
Daniel,PERSON
Pyrus,PERSON
Shyla,PERSON
Daniel,PERSON
DANIEL,GPE
Daniel Jackson,PERSON
DANIEL,PERSON
Goauld,PERSON
DANIEL,PERSON
700 years,DATE
700 years,DATE
Naquadah,PERSON
Stargate,PRODUCT
Goauld,PERSON
Pyrus,PERSON
Shyla,PERSON
Pyrus,PERSON
Shyla,PERSON
Daniel,PERSON
Shyla,GPE
DANIEL,GPE
Shyla,PERSON
Daniel,PERSON
Shyla,PERSON
Shyla,PERSON
Daniel,PERSON
Sarcophagus,PRODUCT
Chevron Guy,ORG
Hammond,PERSON
24 hours,TIME
Daniel Jackson,PERSON
"INT—MINES 
 [Teal'c",WORK_OF_ART
Carter,PERSON
O'Neill,GPE
Daniel,PERSON
CARTER,PERSON
days,DATE
"CARTER 
Waa",PERSON
Shyla,GPE
Shyla,PERSON
First,ORDINAL
Shyla,PERSON
Daniel,PERSON
Hammond,PERSON
CARTER,PERSON
nine,CARDINAL
ten,CARDINAL
Sam,PERSON
One,CARDINAL
one,CARDINAL
DANIEL,PERSON
Jack,PERSON
Daniel,PERSON
Daniel,PERSON
Shyla,GPE
DANIEL,PERSON
SHYLA,PERSON
O'Neill,PERSON
Carter,PERSON
Teal'c,GPE
O'Neill,ORG
Carter,PERSON
Jolinar,PERSON
Tokra,NORP
Kalach,PERSON
Goauld,PERSON
Daniel,PERSON
O'Neill,GPE
two,CARDINAL
Jaffa,GPE
Daniel,PERSON
O'Neill,PERSON
Daniel,PERSON
DANIEL,GPE
Jack,PERSON
Jack,PERSON
Daniel,PERSON
Jaffa,FAC
O'Neill,PERSON
Daniel,PERSON
Carter,PERSON
Goauld,PERSON
tomorrow,DATE
Daniel,PERSON
O'Neill,PERSON
first,ORDINAL
Shyla,GPE
Pyrus,GPE
Daniel,PERSON
Pyrus,PERSON
SG-1,FAC
Shyla,GPE
SHYLA,PERSON
O'Neill,GPE
Carter,PERSON
Daniel,PERSON
Shyla,GPE
DANIEL,GPE
General Hammond,ORG
SG-1,ORG
Sir. Carter,PERSON
Naquada,PRODUCT
Daniel,PERSON
Daniel,PERSON
Carter,PERSON
DANIEL,PERSON
Fraiser,PERSON
Carter,PERSON
Naquadah,PRODUCT
Daniel,PERSON
CARTER,PERSON
Sam,PERSON
DANIEL,GPE
Sha,PERSON
one day,DATE
Daniel,PERSON
hundreds of years,DATE
Goauld,PERSON
Goauld,PRODUCT
Daniel,PERSON
Pyrus,PERSON
DANIEL,GPE
Daniel,PERSON
DANIEL,GPE
"CARTER 
See",PERSON
Daniel,PERSON
Daniel,PERSON
INT—GENERAL HAMMONDS OFFICE,ORG
Hammond,PERSON
Carter,PERSON
ONeill,PERSON
HAMMOND,PERSON
"CARTER 
Sir",PERSON
Daniel,PERSON
General Hammonds,ORG
DANIEL,GPE
Daniel,PERSON
"CARTER 
Daniel",PERSON
Carter,PERSON
Daniel,PERSON
Hammond,PERSON
Jackson,PERSON
"CARTER 
Hes",PERSON
Hammond,PERSON
HAMMOND,PERSON
Hammond,PERSON
Daniel,PERSON
SG-1,ORG
Doctor Fraiser,PERSON
Daniel,PERSON
Daniel,PERSON
Daniel,PERSON
O'Neill,PERSON
Daniel,PERSON
Fraiser,PERSON
Daniel,PERSON
Daniel,PERSON
Hammond,PERSON
Fraiser,PERSON
Daniel,PERSON
the hour,TIME
FRAISER,PERSON
Daniel Jackson,PERSON
Jolinar,PERSON
Daniel,PERSON
Daniel,PERSON
DOCTOR FRAISER,PERSON
O'Neill,PERSON
120/80,CARDINAL
The next few hours,TIME
Doctor Fraiser,PERSON
Daniel,PERSON
Doctor Fraiser,PERSON
O'Neill,ORG
Lab,ORG
Daniel,PERSON
Doctor Fraiser,PERSON
Daniels,PERSON
Daniel,PERSON
Daniel,PERSON
O'Neill,PERSON
Daniel,PERSON
the Doctor Fraiser,PERSON
O'Neill,PERSON
Daniel,PERSON
Daniel,PERSON
O'Neill,PERSON
Daniel,PERSON
Daniel,PERSON
ONeills,ORG
Daniel,PERSON
thirty seconds,TIME
Fraiser,PERSON
Daniel,PERSON
Daniel,PERSON
Daniel,PERSON
O'Neill,ORG
Daniel,PERSON
Daniel,PERSON
Daniel,PERSON
"INT—GENERAL HAMMOND'S OFFICE 
 [O'Neill, Teal'c",ORG
Carter,PERSON
Hammond,PERSON
"CARTER 
Probes",PRODUCT
P3H—826,PRODUCT
SG-1,PRODUCT
Daniel,PERSON
P3R-636,FAC
thousands,CARDINAL
Shyla,PERSON
DANIEL,GPE
Goauld,PERSON
DANIEL,PERSON
Jack,PERSON
O'Neill,PERSON
Daniel,PERSON
Hammond,PERSON
Daniel,PERSON
Shyla,PERSON
Daniel,PERSON
SHYLA,PERSON
DANIEL,GPE
Shyla,PERSON
Daniel,PERSON
SHYLA,PERSON
DANIEL,GPE
Shyla,PERSON
Daniel,PERSON
Daniel,PERSON
Brenda for Stargatefan,PERSON
"TEASER 
 INT—CONTROL ROOM",ORG
Carter,PERSON
two,CARDINAL
General Hammond,ORG
O'Neill,PERSON
Daniel,PERSON
Teal,PERSON
"CARTER 
P5C-629",FAC
Goa'ulds,GPE
the Seeker Project,ORG
Goa'uld,GPE
today,DATE
the Command Console,ORG
SG,ORG
INT—SGC CONTROL ROOM COMMAND,PRODUCT
Hammond,PERSON
EXT—CHEYENNE MOUNTAIN ENTRANCE,ORG
DAY,DATE
Hammond,PERSON
Carter,PERSON
O'Neill,PERSON
Daniel,PERSON
Teal,PERSON
Sagan Institute,ORG
Cimmeria,ORG
Asgard,LOC
Positive,PERSON
Teal,PERSON
Asgards,PERSON
Jaffa,PERSON
Hammond,PERSON
HAMMOND,PERSON
a moment,TIME
1300 hours,TIME
Daniel,PERSON
"INT—SGC GATE ROOM 
 [Technicians",ORG
MALP,ORG
Stargate,PRODUCT
SGC CONTROL ROOM,ORG
COMMAND CONSOLE,PRODUCT
MALP,ORG
Molecular Deconstruction in Progress,WORK_OF_ART
SG-1,ORG
Hammond,ORG
the Female Technician,ORG
O'Neill,ORG
Cimmerians,NORP
the Cimmerian Gate,LOC
MALP,ORG
one,CARDINAL
Jaffa,PERSON
Jaffa,PERSON
Teal,PERSON
Thor's Hammer,WORK_OF_ART
Cimmeria,GPE
Goa'uld,PERSON
Pan,PERSON
Gairwyn,PERSON
Cimmerian,PRODUCT
Gairwyn,PERSON
MALP,ORG
Etins,PERSON
Etins,PERSON
General Hammond,ORG
SG-1,FAC
the Control Room,FAC
the Briefing Room,FAC
Etin,PRODUCT
Goa'ulds,PRODUCT
Gairwyn,PERSON
Etins,PERSON
a thousand years,DATE
Cimmeria,ORG
Goa'uld,GPE
Thor,PERSON
TEAL,ORG
Daniel Jackson,PERSON
Goa'uld,ORG
Stargate,PRODUCT
CARTER,PERSON
Goa'uld,PERSON
Teal,PERSON
Carter,PERSON
"CARTER 
And I…was",ORG
Hammond,PERSON
Hammond,PERSON
Stargate,PRODUCT
Jaffa,LOC
DHD,PRODUCT
O'Neill,PERSON
CARTER,PERSON
Carter,PERSON
one,CARDINAL
Cimmerian,NORP
Teal,PERSON
Jaffa,PRODUCT
Daniel,PERSON
Thor's Hammer,PRODUCT
O'Neill,PERSON
Stargate,PRODUCT
Gairwyn,ORG
