Text,Upos,Xpos
FEMALE,ADJ,JJ
AIRMAN,NOUN,NN
Where,ADV,WRB
are,AUX,VBP
you,PRON,PRP
taking,VERB,VBG
me,PRON,PRP
?,PUNCT,.
I,PRON,PRP
'm,AUX,VBP
a,DET,DT
sergeant,NOUN,NN
in,ADP,IN
the,DET,DT
U.S.,PROPN,NNP
Air,PROPN,NNP
Force,PROPN,NNP
.,PUNCT,.
I,PRON,PRP
demand,VERB,VBP
to,PART,TO
know,VERB,VB
where,ADV,WRB
you,PRON,PRP
're,AUX,VBP
taking,VERB,VBG
me,PRON,PRP
!,PUNCT,.
Let,VERB,VB
go,VERB,VB
!,PUNCT,.
INT—,PROPN,NNP
IMPLANTATION,PROPN,NNP
CHAMBER,PROPN,NNP
[,PUNCT,-LRB-
Teal,PROPN,NNP
'c,PUNCT,-RRB-
and,CCONJ,CC
the,DET,DT
guards,NOUN,NNS
drag,VERB,VBP
the,DET,DT
female,ADJ,JJ
airman,NOUN,NN
into,ADP,IN
the,DET,DT
room,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
FEMALE,ADJ,JJ
AIRMAN,NOUN,NN
Let,VERB,VB
go,VERB,VB
of,ADP,IN
me,PRON,PRP
!,PUNCT,.
Where,ADV,WRB
the,DET,DT
hell,NOUN,NN
are,AUX,VBP
you,PRON,PRP
taking,VERB,VBG
me,PRON,PRP
?,PUNCT,.
[,PUNCT,-LRB-
Apophis,PROPN,NNP
enters,VERB,VBZ
the,DET,DT
room,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
APOPHIS,PROPN,NNP
Come,VERB,VB
.,PUNCT,.
(,PUNCT,-LRB-
They,PRON,PRP
move,VERB,VBP
her,PRON,PRP
over,ADP,RP
to,ADP,IN
him,PRON,PRP
),PUNCT,-RRB-
Lovely,PROPN,NNP
.,PUNCT,.
Full,ADJ,JJ
of,ADP,IN
life,NOUN,NN
.,PUNCT,.
(,PUNCT,-LRB-
He,PRON,PRP
hypnotizes,VERB,VBZ
her,PRON,PRP
with,ADP,IN
his,PRON,PRP$
hand,NOUN,NN
device,NOUN,NN
.,PUNCT,.
),PUNCT,-RRB-
You,PRON,PRP
could,AUX,MD
be,AUX,VB
the,DET,DT
vessel,NOUN,NN
for,ADP,IN
my,PRON,PRP$
future,ADJ,JJ
queen,NOUN,NN
.,PUNCT,.
[,PUNCT,-LRB-
She,PRON,PRP
is,AUX,VBZ
subdued,ADJ,JJ
",",PUNCT,","
and,CCONJ,CC
they,PRON,PRP
remove,VERB,VBP
her,PRON,PRP$
clothes,NOUN,NNS
.,PUNCT,.
Apophis,PROPN,NNP
looks,VERB,VBZ
her,PRON,PRP
over,ADV,RB
.,PUNCT,.
],PUNCT,-RRB-
APOPHIS,PROPN,NNP
Yes,INTJ,UH
.,PUNCT,.
Very,ADV,RB
nice,ADJ,JJ
indeed,ADV,RB
.,PUNCT,.
But,CCONJ,CC
I,PRON,PRP
am,AUX,VBP
not,PART,RB
the,DET,DT
one,NOUN,NN
you,PRON,PRP
must,AUX,MD
finally,ADV,RB
please,INTJ,UH
.,PUNCT,.
[,PUNCT,-LRB-
They,PRON,PRP
lay,VERB,VBP
her,PRON,PRP
out,ADP,RP
on,ADP,IN
the,DET,DT
slab,NOUN,NN
in,ADP,IN
the,DET,DT
centre,NOUN,NN
of,ADP,IN
the,DET,DT
room,NOUN,NN
and,CCONJ,CC
Apophis,PROPN,NNP
calls,VERB,VBZ
into,ADP,IN
the,DET,DT
side,NOUN,NN
of,ADP,IN
the,DET,DT
room,NOUN,NN
",",PUNCT,","
behind,ADP,IN
a,DET,DT
curtain,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
APOPHIS,PROPN,NNP
Yametha,PROPN,NNP
",",PUNCT,","
re,ADP,IN
!,PUNCT,.
[,PUNCT,-LRB-
A,DET,DT
female,NOUN,NN
Jaffa,PROPN,NNP
comes,VERB,VBZ
over,ADV,RB
and,CCONJ,CC
stands,VERB,VBZ
over,ADP,IN
the,DET,DT
airman,NOUN,NN
.,PUNCT,.
From,ADP,IN
the,DET,DT
Jaffa,PROPN,NNP
priestess,NOUN,NN
's,PART,POS
pouch,NOUN,NN
.,PUNCT,.
a,DET,DT
symbiote,NOUN,NN
reaches,VERB,VBZ
out,ADP,RP
",",PUNCT,","
as,SCONJ,IN
if,SCONJ,IN
looking,VERB,VBG
over,ADP,IN
the,DET,DT
airman,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
APOPHIS,PROPN,NNP
Does,AUX,VBZ
she,PRON,PRP
please,INTJ,UH
you,PRON,PRP
",",PUNCT,","
my,PRON,PRP$
love,NOUN,NN
?,PUNCT,.
[,PUNCT,-LRB-
The,DET,DT
symbiote,NOUN,NN
retreats,VERB,VBZ
inside,ADP,IN
its,PRON,PRP$
pouch,NOUN,NN
",",PUNCT,","
and,CCONJ,CC
the,DET,DT
priestess,NOUN,NN
leaves,VERB,VBZ
.,PUNCT,.
Apophis,PROPN,NNP
walks,VERB,VBZ
over,ADV,RB
",",PUNCT,","
disappointed,ADJ,JJ
.,PUNCT,.
],PUNCT,-RRB-
APOPHIS,PROPN,NNP
A,DET,DT
shame,NOUN,NN
.,PUNCT,.
(,PUNCT,-LRB-
He,PRON,PRP
reaches,VERB,VBZ
out,ADP,RP
and,CCONJ,CC
kills,VERB,VBZ
the,DET,DT
soldier,NOUN,NN
with,ADP,IN
his,PRON,PRP$
hand,NOUN,NN
device,NOUN,NN
.,PUNCT,.
),PUNCT,-RRB-
Send,VERB,VB
another,DET,DT
.,PUNCT,.
INT—,PROPN,NNP
BRIEFING,NOUN,NN
ROOM,NOUN,NN
[,PUNCT,-LRB-
Hammond,PROPN,NNP
enters,VERB,VBZ
the,DET,DT
already,ADV,RB
half,NOUN,NN
-,PUNCT,HYPH
full,ADJ,JJ
room,NOUN,NN
.,PUNCT,.
Samuels,PROPN,NNP
announces,VERB,VBZ
him,PRON,PRP
.,PUNCT,.
],PUNCT,-RRB-
SAMUELS,PROPN,NNP
Ladies,PROPN,NNPS
and,CCONJ,CC
gentlemen,NOUN,NNS
",",PUNCT,","
General,PROPN,NNP
Hammond,PROPN,NNP
.,PUNCT,.
HAMMOND,PROPN,NNP
People,NOUN,NNS
",",PUNCT,","
what,PRON,WP
is,AUX,VBZ
spoken,VERB,VBN
of,ADP,IN
in,ADP,IN
this,DET,DT
room,NOUN,NN
is,AUX,VBZ
classified,VERB,VBN
as,ADP,IN
SCI,PROPN,NNP
top,ADJ,JJ
secret,NOUN,NN
.,PUNCT,.
Colonel,PROPN,NNP
",",PUNCT,","
what,PRON,WP
do,AUX,VBP
we,PRON,PRP
know,VERB,VB
about,ADP,IN
these,DET,DT
hostiles,NOUN,NNS
that,SCONJ,IN
we,PRON,PRP
did,AUX,VBD
n't,PART,RB
yesterday,NOUN,NN
?,PUNCT,.
[,PUNCT,-LRB-
They,PRON,PRP
all,DET,DT
sit,VERB,VBP
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
Not,ADV,RB
a,DET,DT
hell,NOUN,NN
of,ADP,IN
a,DET,DT
lot,NOUN,NN
",",PUNCT,","
General,PROPN,NNP
.,PUNCT,.
The,DET,DT
Abydon,PROPN,NNP
boys,NOUN,NNS
who,PRON,WP
survived,VERB,VBD
the,DET,DT
attack,NOUN,NN
on,ADP,IN
the,DET,DT
base,NOUN,NN
camp,NOUN,NN
thought,VERB,VBD
it,PRON,PRP
was,AUX,VBD
Ra.,PROPN,NNP
HAMMOND,PROPN,NNP
I,PRON,PRP
thought,VERB,VBD
he,PRON,PRP
was,AUX,VBD
dead,ADJ,JJ
",",PUNCT,","
gentlemen,NOUN,NNS
.,PUNCT,.
Which,PRON,WDT
is,AUX,VBZ
it,PRON,PRP
?,PUNCT,.
DANIEL,PROPN,NNP
Oh,INTJ,UH
he,PRON,PRP
's,AUX,VBZ
dead,ADJ,JJ
",",PUNCT,","
he,PRON,PRP
's,AUX,VBZ
definitely,ADV,RB
dead,ADJ,JJ
",",PUNCT,","
I,PRON,PRP
mean,VERB,VBP
uh,INTJ,UH
…,PUNCT,.
the,DET,DT
bomb,NOUN,NN
…,PUNCT,.
he,PRON,PRP
's,AUX,VBZ
got,VERB,VBN
to,PART,TO
be,AUX,VB
dead,ADJ,JJ
",",PUNCT,","
right,ADJ,JJ
?,PUNCT,.
HAMMOND,PROPN,NNP
Then,ADV,RB
who,PRON,WP
's,AUX,VBZ
coming,VERB,VBG
through,ADP,IN
the,DET,DT
Stargate,PROPN,NNP
?,PUNCT,.
DANIEL,PROPN,NNP
Gods,PROPN,NNPS
.,PUNCT,.
HAMMOND,PROPN,NNP
What,PRON,WP
?,PUNCT,.
DANIEL,PROPN,NNP
Not,ADV,RB
as,ADP,IN
in,ADP,IN
"""",PUNCT,``
God,PROPN,NNP
"""",PUNCT,''
god,PROPN,NNP
.,PUNCT,.
Ra,PROPN,NNP
played,VERB,VBD
a,DET,DT
god,PROPN,NNP
",",PUNCT,","
the,DET,DT
sun,NOUN,NN
god,PROPN,NNP
.,PUNCT,.
He,PRON,PRP
borrowed,VERB,VBD
the,DET,DT
religion,NOUN,NN
and,CCONJ,CC
culture,NOUN,NN
of,ADP,IN
the,DET,DT
ancient,ADJ,JJ
Egyptians,PROPN,NNPS
he,PRON,PRP
brought,VERB,VBD
through,ADP,IN
the,DET,DT
',PUNCT,``
gate,NOUN,NN
and,CCONJ,CC
then,ADV,RB
he,PRON,PRP
used,VERB,VBD
it,PRON,PRP
to,PART,TO
enslave,VERB,VB
them,PRON,PRP
.,PUNCT,.
You,PRON,PRP
see,VERB,VBP
",",PUNCT,","
he,PRON,PRP
wanted,VERB,VBD
the,DET,DT
people,NOUN,NNS
of,ADP,IN
Abydos,PROPN,NNP
to,PART,TO
believe,VERB,VB
he,PRON,PRP
was,AUX,VBD
the,DET,DT
only,ADJ,JJ
one,NOUN,NN
.,PUNCT,.
CARTER,PROPN,NNP
So,ADV,RB
you,PRON,PRP
're,AUX,VBP
saying,VERB,VBG
Ra,PROPN,NNP
's,AUX,VBZ
not,PART,RB
the,DET,DT
last,ADJ,JJ
of,ADP,IN
his,PRON,PRP$
race,NOUN,NN
after,ADV,RB
all,DET,DT
?,PUNCT,.
KAWALSKY,ADV,RB
Maybe,ADV,RB
he,PRON,PRP
's,AUX,VBZ
got,VERB,VBN
a,DET,DT
brother,NOUN,NN
Ray,PROPN,NNP
!,PUNCT,.
O'NEILL,PROPN,NNP
That,PRON,DT
's,AUX,VBZ
what,PRON,WP
we,PRON,PRP
need,VERB,VBP
.,PUNCT,.
DANIEL,PROPN,NNP
Wait,VERB,VB
a,DET,DT
minute,NOUN,NN
.,PUNCT,.
The,DET,DT
legend,NOUN,NN
goes,VERB,VBZ
Ra,PROPN,NNP
's,PART,POS
race,NOUN,NN
was,AUX,VBD
dying,VERB,VBG
",",PUNCT,","
he,PRON,PRP
survived,VERB,VBD
by,SCONJ,IN
taking,VERB,VBG
over,ADP,RP
the,DET,DT
body,NOUN,NN
of,ADP,IN
his,PRON,PRP$
human,ADJ,JJ
host,NOUN,NN
",",PUNCT,","
an,DET,DT
Egyptian,ADJ,JJ
boy,NOUN,NN
.,PUNCT,.
But,CCONJ,CC
who,PRON,WP
's,VERB,VBZ
to,PART,TO
say,VERB,VB
more,ADJ,JJR
of,ADP,IN
his,PRON,PRP$
kind,NOUN,NN
could,AUX,MD
n't,PART,RB
do,VERB,VB
the,DET,DT
same,ADJ,JJ
thing,NOUN,NN
?,PUNCT,.
I,PRON,PRP
mean,VERB,VBP
",",PUNCT,","
this,PRON,DT
could,AUX,MD
have,AUX,VB
happened,VERB,VBN
any,DET,DT
time,NOUN,NN
",",PUNCT,","
anywhere,ADV,RB
there,PRON,EX
's,VERB,VBZ
a,DET,DT
',PUNCT,``
gate,NOUN,NN
.,PUNCT,.
I,PRON,PRP
mean,VERB,VBP
this,PRON,DT
could,AUX,MD
be,AUX,VB
happening,VERB,VBG
right,ADV,RB
now,ADV,RB
.,PUNCT,.
HAMMOND,PROPN,NNP
Colonel,PROPN,NNP
you,PRON,PRP
've,AUX,VBP
had,VERB,VBN
the,DET,DT
most,ADJ,JJS
experience,NOUN,NN
of,SCONJ,IN
fighting,VERB,VBG
this,PRON,DT
hostile,ADJ,JJ
",",PUNCT,","
assuming,VERB,VBG
you,PRON,PRP
have,VERB,VBP
to,PART,TO
defend,VERB,VB
yourself,PRON,PRP
in,ADP,IN
the,DET,DT
field,NOUN,NN
",",PUNCT,","
are,AUX,VBP
you,PRON,PRP
up,ADP,IN
to,ADP,IN
it,PRON,PRP
?,PUNCT,.
O'NEILL,PROPN,NNP
We,PRON,PRP
beat,VERB,VBP
'em,PRON,PRP
once,ADV,RB
.,PUNCT,.
HAMMOND,PROPN,NNP
I,PRON,PRP
'll,AUX,MD
take,VERB,VB
that,PRON,DT
as,ADP,IN
a,DET,DT
maybe,ADV,RB
.,PUNCT,.
Captain,PROPN,NNP
Carter,PROPN,NNP
",",PUNCT,","
you,PRON,PRP
're,AUX,VBP
confident,ADJ,JJ
that,SCONJ,IN
Stargate,PROPN,NNP
will,AUX,MD
take,VERB,VB
us,PRON,PRP
where,ADV,WRB
we,PRON,PRP
want,VERB,VBP
to,PART,TO
go,VERB,VB
with,ADP,IN
this,DET,DT
new,ADJ,JJ
information,NOUN,NN
?,PUNCT,.
CARTER,PROPN,NNP
Well,INTJ,UH
",",PUNCT,","
they,PRON,PRP
're,AUX,VBP
feeding,VERB,VBG
the,DET,DT
revised,VERB,VBN
coordinates,NOUN,NNS
into,ADP,IN
the,DET,DT
targeting,VERB,VBG
computer,NOUN,NN
right,ADV,RB
now,ADV,RB
.,PUNCT,.
It,PRON,PRP
'll,AUX,MD
take,VERB,VB
time,NOUN,NN
to,PART,TO
calculate,VERB,VB
but,CCONJ,CC
it,PRON,PRP
should,AUX,MD
spit,VERB,VB
out,ADP,RP
two,NUM,CD
or,CCONJ,CC
three,NUM,CD
destinations,NOUN,NNS
a,DET,DT
month,NOUN,NN
.,PUNCT,.
HAMMOND,PROPN,NNP
People,NOUN,NNS
",",PUNCT,","
let,VERB,VB
's,PRON,PRP
not,PART,RB
fool,VERB,VB
ourselves,PRON,PRP
here,ADV,RB
.,PUNCT,.
This,DET,DT
thing,NOUN,NN
is,AUX,VBZ
both,ADV,RB
vast,ADJ,JJ
and,CCONJ,CC
dangerous,ADJ,JJ
",",PUNCT,","
and,CCONJ,CC
we,PRON,PRP
are,AUX,VBP
so,ADV,RB
far,ADV,RB
over,ADP,IN
our,PRON,PRP$
heads,NOUN,NNS
we,PRON,PRP
can,AUX,MD
barely,ADV,RB
see,VERB,VB
daylight,NOUN,NN
.,PUNCT,.
We,PRON,PRP
would,AUX,MD
all,ADV,RB
be,AUX,VB
much,ADV,RB
better,ADJ,JJR
off,ADP,RP
if,SCONJ,IN
the,DET,DT
Stargate,PROPN,NNP
had,AUX,VBD
been,AUX,VBN
left,VERB,VBN
in,ADP,IN
the,DET,DT
ground,NOUN,NN
.,PUNCT,.
CARTER,PROPN,NNP
With,ADP,IN
respect,NOUN,NN
",",PUNCT,","
sir,PROPN,NNP
",",PUNCT,","
we,PRON,PRP
ca,AUX,MD
n't,PART,RB
bury,VERB,VB
our,PRON,PRP$
heads,NOUN,NNS
in,ADP,IN
the,DET,DT
sand,NOUN,NN
.,PUNCT,.
I,PRON,PRP
mean,VERB,VBP
think,VERB,VB
of,SCONJ,IN
how,ADV,WRB
much,ADJ,JJ
we,PRON,PRP
could,AUX,MD
learn,VERB,VB
",",PUNCT,","
think,VERB,VB
of,SCONJ,IN
what,PRON,WP
we,PRON,PRP
could,AUX,MD
bring,VERB,VB
back,ADV,RB
.,PUNCT,.
HAMMOND,PROPN,NNP
What,PRON,WP
you,PRON,PRP
could,AUX,MD
bring,VERB,VB
back,ADV,RB
is,AUX,VBZ
precisely,ADV,RB
what,PRON,WP
I,PRON,PRP
'm,AUX,VBP
afraid,ADJ,JJ
of,ADP,IN
Captain,PROPN,NNP
.,PUNCT,.
However,ADV,RB
the,DET,DT
President,PROPN,NNP
of,ADP,IN
the,DET,DT
United,PROPN,NNP
States,PROPN,NNP
happens,VERB,VBZ
to,PART,TO
agree,VERB,VB
with,ADP,IN
you,PRON,PRP
.,PUNCT,.
In,ADP,IN
the,DET,DT
event,NOUN,NN
your,PRON,PRP$
theories,NOUN,NNS
pan,VERB,VBP
out,ADP,RP
",",PUNCT,","
he,PRON,PRP
has,AUX,VBZ
ordered,VERB,VBN
the,DET,DT
formation,NOUN,NN
of,ADP,IN
nine,NUM,CD
teams,NOUN,NNS
",",PUNCT,","
whose,PRON,WP$
duties,NOUN,NNS
will,AUX,MD
be,VERB,VB
to,PART,TO
perform,VERB,VB
reconnaissance,NOUN,NN
",",PUNCT,","
determine,VERB,VB
threats,NOUN,NNS
and,CCONJ,CC
if,SCONJ,IN
possible,ADJ,JJ
to,PART,TO
make,VERB,VB
peaceful,ADJ,JJ
contact,NOUN,NN
with,ADP,IN
the,DET,DT
peoples,NOUN,NNS
of,ADP,IN
these,DET,DT
worlds,NOUN,NNS
.,PUNCT,.
Now,ADV,RB
these,DET,DT
teams,NOUN,NNS
will,AUX,MD
operate,VERB,VB
on,ADP,IN
a,DET,DT
covert,ADJ,JJ
top,ADJ,JJ
secret,NOUN,NN
basis,NOUN,NN
.,PUNCT,.
No,DET,DT
one,NOUN,NN
will,AUX,MD
know,VERB,VB
of,ADP,IN
their,PRON,PRP$
existence,NOUN,NN
except,ADP,IN
the,DET,DT
President,PROPN,NNP
and,CCONJ,CC
the,DET,DT
Joint,PROPN,NNP
Chiefs,PROPN,NNPS
.,PUNCT,.
Colonel,PROPN,NNP
O'Neill,PROPN,NNP
?,PUNCT,.
O'NEILL,PROPN,NNP
Sir,PROPN,NNP
?,PUNCT,.
HAMMOND,PROPN,NNP
Your,PRON,PRP$
team,NOUN,NN
will,AUX,MD
be,AUX,VB
designated,VERB,VBN
SG,PROPN,NNP
-,PUNCT,HYPH
1,NUM,CD
.,PUNCT,.
The,DET,DT
team,NOUN,NN
will,AUX,MD
consist,VERB,VB
of,ADP,IN
yourself,PRON,PRP
",",PUNCT,","
Captain,PROPN,NNP
Carter,PROPN,NNP
…,PUNCT,","
DANIEL,PROPN,NNP
And,CCONJ,CC
me,PRON,PRP
?,PUNCT,.
HAMMOND,PROPN,NNP
Doctor,PROPN,NNP
Jackson,PROPN,NNP
",",PUNCT,","
we,PRON,PRP
need,VERB,VBP
you,PRON,PRP
to,PART,TO
work,VERB,VB
as,ADP,IN
a,DET,DT
consultant,NOUN,NN
with,ADP,IN
the,DET,DT
other,ADJ,JJ
SG,PROPN,NNP
teams,NOUN,NNS
from,ADP,IN
here,ADV,RB
.,PUNCT,.
Your,PRON,PRP$
expertise,NOUN,NN
in,ADP,IN
ancient,ADJ,JJ
cultures,NOUN,NNS
and,CCONJ,CC
languages,NOUN,NNS
are,AUX,VBP
far,ADV,RB
too,ADV,RB
valuable,ADJ,JJ
…,PUNCT,","
DANIEL,PROPN,NNP
No,INTJ,UH
.,PUNCT,.
Um,INTJ,UH
",",PUNCT,","
look,VERB,VB
I,PRON,PRP
",",PUNCT,","
I,PRON,PRP
mean,VERB,VBP
I,PRON,PRP
know,VERB,VBP
this,PRON,DT
is,AUX,VBZ
your,PRON,PRP$
decision,NOUN,NN
but,CCONJ,CC
I,PRON,PRP
just,ADV,RB
…,PUNCT,.
I…really,ADV,RB
have,VERB,VBP
to,PART,TO
be,AUX,VB
on,ADP,IN
their,PRON,PRP$
team,NOUN,NN
.,PUNCT,.
My,PRON,PRP$
wife,NOUN,NN
is,AUX,VBZ
out,ADV,RB
there,ADV,RB
",",PUNCT,","
General,PROPN,NNP
",",PUNCT,","
I,PRON,PRP
need,VERB,VBP
to,PART,TO
go,VERB,VB
.,PUNCT,.
HAMMOND,PROPN,NNP
I,PRON,PRP
'll,AUX,MD
take,VERB,VB
that,PRON,DT
under,ADP,IN
consideration,NOUN,NN
.,PUNCT,.
Major,ADJ,JJ
Kawalsky,NOUN,NN
",",PUNCT,","
you,PRON,PRP
will,AUX,MD
head,VERB,VB
SG,PROPN,NNP
-,PUNCT,HYPH
2,NUM,CD
.,PUNCT,.
KAWALSKY,ADV,RB
I,PRON,PRP
will,AUX,MD
?,PUNCT,.
HAMMOND,PROPN,NNP
Colonel,PROPN,NNP
O'Neill,PROPN,NNP
keeps,VERB,VBZ
telling,VERB,VBG
me,PRON,PRP
it,PRON,PRP
's,AUX,VBZ
about,ADP,IN
time,NOUN,NN
you,PRON,PRP
had,VERB,VBD
a,DET,DT
command,NOUN,NN
.,PUNCT,.
[,PUNCT,-LRB-
Kawalsky,PROPN,NNP
looks,VERB,VBZ
over,ADV,RB
at,ADP,IN
O'Neill,PROPN,NNP
",",PUNCT,","
who,PRON,WP
shrugs,VERB,VBZ
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
I,PRON,PRP
had,VERB,VBD
a,DET,DT
moment,NOUN,NN
of,ADP,IN
weakness,NOUN,NN
.,PUNCT,.
[,PUNCT,-LRB-
An,DET,DT
airman,NOUN,NN
enters,VERB,VBZ
and,CCONJ,CC
hands,NOUN,NNS
a,DET,DT
note,NOUN,NN
to,ADP,IN
Samuels,PROPN,NNP
.,PUNCT,.
],PUNCT,-RRB-
SAMUELS,PROPN,NNP
Ferretti,PROPN,NNP
's,PART,POS
conscious,ADJ,JJ
",",PUNCT,","
sir,NOUN,NN
.,PUNCT,.
[,PUNCT,-LRB-
O'Neill,PROPN,NNP
leaps,VERB,VBZ
up,ADP,RP
and,CCONJ,CC
leaves,VERB,VBZ
.,PUNCT,.
],PUNCT,-RRB-
HAMMOND,PROPN,NNP
Dismissed,VERB,VBD
.,PUNCT,.
[,PUNCT,-LRB-
They,PRON,PRP
all,DET,DT
follow,VERB,VBP
.,PUNCT,.
],PUNCT,-RRB-
INT—,PROPN,NNP
INFIRMARY,PROPN,NNP
[,PUNCT,-LRB-
Ferretti,PROPN,NNP
is,AUX,VBZ
sitting,VERB,VBG
kind,ADV,RB
of,ADP,IN
upright,ADJ,JJ
",",PUNCT,","
still,ADV,RB
tubed,VERB,VBN
and,CCONJ,CC
looking,VERB,VBG
rough,ADJ,JJ
",",PUNCT,","
with,ADP,IN
a,DET,DT
laptop,NOUN,NN
on,ADP,IN
the,DET,DT
table,NOUN,NN
over,ADP,IN
his,PRON,PRP$
bed,NOUN,NN
.,PUNCT,.
Carter,PROPN,NNP
moves,VERB,VBZ
to,ADP,IN
his,PRON,PRP$
side,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
CARTER,PROPN,NNP
(,PUNCT,-LRB-
to,ADP,IN
nurse,NOUN,NN
),PUNCT,-RRB-
I,PRON,PRP
'll,AUX,MD
take,VERB,VB
over,ADV,RB
now,ADV,RB
.,PUNCT,.
Thanks,NOUN,NN
.,PUNCT,.
O'NEILL,PROPN,NNP
Ferretti,PROPN,NNP
",",PUNCT,","
I,PRON,PRP
know,VERB,VBP
you,PRON,PRP
're,AUX,VBP
probably,ADV,RB
not,PART,RB
feeling,VERB,VBG
so,ADV,RB
hot,ADJ,JJ
",",PUNCT,","
but,CCONJ,CC
we,PRON,PRP
need,VERB,VBP
something,PRON,NN
from,ADP,IN
you,PRON,PRP
.,PUNCT,.
[,PUNCT,-LRB-
Carter,PROPN,NNP
looks,VERB,VBZ
at,SCONJ,IN
what,PRON,WP
he,PRON,PRP
's,AUX,VBZ
typing,VERB,VBG
on,ADP,IN
the,DET,DT
laptop,NOUN,NN
screen,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
CARTER,PROPN,NNP
Look,VERB,VB
's,PART,POS
like,SCONJ,IN
he,PRON,PRP
's,AUX,VBZ
way,ADV,RB
ahead,ADV,RB
of,ADP,IN
you,PRON,PRP
",",PUNCT,","
Colonel,PROPN,NNP
.,PUNCT,.
[,PUNCT,-LRB-
They,PRON,PRP
watch,VERB,VBP
as,SCONJ,IN
he,PRON,PRP
calls,VERB,VBZ
up,ADP,RP
seven,NUM,CD
',PUNCT,``
gate,NOUN,NN
symbols,NOUN,NNS
.,PUNCT,.
],PUNCT,-RRB-
O'NEILL,PROPN,NNP
You,PRON,PRP
saw,VERB,VBD
all,DET,PDT
seven,NUM,CD
symbols,NOUN,NNS
?,PUNCT,.
This,PRON,DT
is,AUX,VBZ
where,ADV,WRB
they,PRON,PRP
went,VERB,VBD
?,PUNCT,.
You,PRON,PRP
sure,ADJ,JJ
?,PUNCT,.
FERRETTI,PROPN,NNP
Mmm,PROPN,NNP
…,PUNCT,","
INT—,PROPN,NNP
CORRIDOR,PROPN,NNP
",",PUNCT,","
LATER,ADV,RB
[,PUNCT,-LRB-
SG,PROPN,NNP
-,PUNCT,HYPH
1,NUM,CD
and,CCONJ,CC
Samuels,PROPN,NNP
walks,VERB,VBZ
through,ADP,IN
the,DET,DT
corridor,NOUN,NN
",",PUNCT,","
geared,VERB,VBD
up,ADP,RP
for,ADP,IN
travel,NOUN,NN
.,PUNCT,.
],PUNCT,-RRB-
SAMUELS,PROPN,NNP
Colonel,PROPN,NNP
I,PRON,PRP
'd,AUX,MD
like,VERB,VB
to,PART,TO
remind,VERB,VB
you,PRON,PRP
that,SCONJ,IN
rescuing,VERB,VBG
Doctor,PROPN,NNP
Daniel,PROPN,NNP
's,PART,POS
wife,NOUN,NN
is,AUX,VBZ
a,DET,DT
secondary,ADJ,JJ
objective,NOUN,NN
.,PUNCT,.
In,ADP,IN
the,DET,DT
even,ADV,RB
you,PRON,PRP
fail,VERB,VBP
to,PART,TO
notify,VERB,VB
base,NOUN,NN
camp,NOUN,NN
within,ADP,IN
24,NUM,CD
hours,NOUN,NNS
",",PUNCT,","
SG,PROPN,NNP
-,PUNCT,HYPH
2,NUM,CD
will,AUX,MD
scrub,VERB,VB
the,DET,DT
mission,NOUN,NN
and,CCONJ,CC
return,VERB,VB
without,ADP,IN
you,PRON,PRP
.,PUNCT,.
O'NEILL,PROPN,NNP
Understood,VERB,VBD
.,PUNCT,.
KAWALSKY,ADV,RB
Not,PART,RB
going,VERB,VBG
to,PART,TO
happen,VERB,VB
",",PUNCT,","
Colonel,PROPN,NNP
.,PUNCT,.
SG,PROPN,NNP
-,PUNCT,","
2,NUM,CD
wo,AUX,MD
n't,PART,RB
leave,VERB,VB
without,ADP,IN
you,PRON,PRP
.,PUNCT,.
SAMUELS,PROPN,NNP
All,DET,DT
right,ADV,RB
",",PUNCT,","
let,VERB,VB
's,PRON,PRP
confirm,VERB,VB
transmitter,NOUN,NN
codes,NOUN,NNS
.,PUNCT,.
Remember,VERB,VB
only,ADV,RB
the,DET,DT
right,ADJ,JJ
code,NOUN,NN
will,AUX,MD
open,VERB,VB
the,DET,DT
iris,NOUN,NN
",",PUNCT,","
and,CCONJ,CC
if,SCONJ,IN
you,PRON,PRP
lose,VERB,VBP
your,PRON,PRP$
transmitter,NOUN,NN
",",PUNCT,","
you,PRON,PRP
can,AUX,MD
not,PART,RB
get,VERB,VB
home,ADV,RB
.,PUNCT,.
CARTER,PROPN,NNP
Understood,VERB,VBD
",",PUNCT,","
sir,PROPN,NNP
.,PUNCT,.
[,PUNCT,-LRB-
They,PRON,PRP
enter,VERB,VBP
the,DET,DT
Gate,NOUN,NN
Room,NOUN,NN
as,SCONJ,IN
the,DET,DT
',PUNCT,``
gate,NOUN,NN
activates,VERB,VBZ
.,PUNCT,.
],PUNCT,-RRB-
HAMMOND,PROPN,NNP
(,PUNCT,-LRB-
on,ADP,IN
intercom,NOUN,NN
),PUNCT,-RRB-
SG,PROPN,NNP
-,PUNCT,","
1,NUM,CD
",",PUNCT,","
SG,PROPN,NNP
-,SYM,SYM
2,NUM,CD
